Domain	Filename	Entity	Linkable	Split	Split Terms	Wiki IDs
Materials_Science	S0927024813002961.ann	measurement accuracy		0		https://en.wikipedia.org/wiki/Accuracy_and_precision,
Materials_Science	S0040609012014393.ann	the precursor		0		https://en.wikipedia.org/wiki/Precursor_(chemistry),NOUN_83206_0_2
Materials_Science	S0032386113005454.ann	well-dispersed	No			
Materials_Science	S0032386113005454.ann	yielding		No		https://en.wikipedia.org/wiki/Yield_(engineering),
Materials_Science	S0167577X13006393.ann	hydroxyapatite nanoparticles		Yes	hydroxyapatite,nanoparticles	https://en.wikipedia.org/wiki/Hydroxyapatite,NOUN_791868_0_1;https://en.wikipedia.org/wiki/Nanoparticle,NOUN_234827_0_1
Materials_Science	S0257897213007573.ann	the CDC layer		0	CDC layer	https://en.wikipedia.org/wiki/Carbide-derived_carbon,
Materials_Science	S0032386113009889.ann	performed	0			
Materials_Science	S0032386113005454.ann	the cured unmodified epoxy polymer		Yes	cured,unmodified,epoxy,polymer	,VERB_230559_0_1;,ADJECTIVE_543998_0_1;https://en.wikipedia.org/wiki/Epoxy,NOUN_60283_1_1;https://en.wikipedia.org/wiki/Polymer,NOUN_77567_0_1
Materials_Science	S0927024813003036.ann	Oxide precipitates		1	Oxide,precipitates	https://en.wikipedia.org/wiki/Oxide,NOUN_52010_0_1;https://en.wikipedia.org/wiki/Precipitation_(chemistry),NOUN_56031_2_2
Materials_Science	S0167577X13006393.ann	sintering temperature (1100°C)		Yes	sintering,temperature,°C	https://en.wikipedia.org/wiki/Sintering,NOUN_329484_1_1;https://en.wikipedia.org/wiki/Temperature,NOUN_4531_0_3;https://en.wikipedia.org/wiki/Celsius,SYMBOL_53573_0_1
Materials_Science	S0927024813001955.ann	the very rapid, open atmosphere growth method		0	open atmosphere growth method	,
Materials_Science	S0927024813002961.ann	most comparative tests	0			
Materials_Science	S1359835X13001875.ann	assess	0			
Materials_Science	S0257897213007573.ann	CVD carbon		1	CVD,carbon	https://en.wikipedia.org/wiki/Chemical_vapor_deposition,NOUN_1261016_0_1;https://en.wikipedia.org/wiki/Carbon,NOUN_28838_0_1
Materials_Science	S0927024813002961.ann	comparative tests	0			
Materials_Science	S0032386113005454.ann	cured		No	cured	,VERB_230559_0_1
Materials_Science	S0257897213007573.ann	a dual-layer carbon film on SiC wafer		1	carbon film,SiC,wafer	https://en.wikipedia.org/wiki/Carbon_film_(technology),;https://en.wikipedia.org/wiki/Silicon_carbide,;https://en.wikipedia.org/wiki/Wafer_(electronics),NOUN_39256_0_4
Materials_Science	S0257897213007573.ann	a top layer of CVD		0	CVD	https://en.wikipedia.org/wiki/Chemical_vapor_deposition,NOUN_1261016_0_1
Materials_Science	S0927024813001955.ann	ZnO		0		https://en.wikipedia.org/wiki/Zinc_oxide,SYMBOL_1374159_0_1
Materials_Science	S0040609012014393.ann	the best performing n-type transparent conducting thin films		1	n-type,transparent conducting thin films	https://en.wikipedia.org/wiki/Extrinsic_semiconductor#N-type_semiconductors,ADJECTIVE_256853_0_1;https://en.wikipedia.org/wiki/Transparent_conducting_film,
Materials_Science	S0032386113005454.ann	the predictions	No			
Materials_Science	S0032386113005454.ann	the unmodified epoxy		Yes	unmodified,epoxy	ADJECTIVE_543998_0_1;https://en.wikipedia.org/wiki/Epoxy,NOUN_60283_1_1
Materials_Science	S0927024813001955.ann	compact	0			
Materials_Science	S0257897213007573.ann	prepared	0			
Materials_Science	S0257897213007573.ann	a sub-layer of CDC		0	CDC	https://en.wikipedia.org/wiki/Carbide-derived_carbon,
Materials_Science	S1359835X13001875.ann	the overall appearance	0			
Materials_Science	S0167577X14001256.ann	a narrow region in the core		No	region	https://en.wikipedia.org/wiki/Space,NOUN_57902_0_1
Materials_Science	S0032386113009889.ann	only one in seven	0			
Materials_Science	S1359835X13001875.ann	our measurements	0			
Materials_Science	S0257897213007573.ann	dangling bonds		0	dangling bonds	https://en.wikipedia.org/wiki/Dangling_bond,
Materials_Science	S0927024813002961.ann	the magnitude		0	magnitude	https://en.wikipedia.org/wiki/Magnitude_(mathematics),NOUN_69117_0_3
Materials_Science	S1359645413009816.ann	excess volume		0	volume	https://en.wikipedia.org/wiki/Volume,NOUN_8458_0_1
Materials_Science	S0927024813002961.ann	most outdoor monitoring	0			
Materials_Science	S0927024813002961.ann	performance variations		0	performance	,NOUN_50836_0_4
Materials_Science	S1359645413009816.ann	scanning electron microscopy		0		https://en.wikipedia.org/wiki/Scanning_electron_microscope,NOUN_2661782_0_1
Materials_Science	S1359645413009816.ann	crystallite growth		0	crystallite	https://en.wikipedia.org/wiki/Crystallite,NOUN_985931_0_1
Materials_Science	S0927024813003036.ann	up to 4%	0			
Materials_Science	S0032386113005454.ann	temperatures as low as about -100 °C		Yes	temperatures,°C	https://en.wikipedia.org/wiki/Temperature,NOUN_4531_0_3;https://en.wikipedia.org/wiki/Celsius,SYMBOL_53573_0_1
Materials_Science	S1359835X13001875.ann	comparing	0			
Materials_Science	S0032386113009889.ann	the epoxy matrix polymer		Yes	epoxy,matrix polymer	https://en.wikipedia.org/wiki/Epoxy,NOUN_60283_1_1;https://en.wikipedia.org/wiki/Polymer_matrix_composite,
Materials_Science	S0032386113005454.ann	The epoxy		No	epoxy	https://en.wikipedia.org/wiki/Epoxy,NOUN_60283_1_1
Materials_Science	S0257897213007573.ann	the gas phase		0	gas phase	https://en.wikipedia.org/wiki/Gas,
Materials_Science	S0032386113009889.ann	the various epoxy polymers		Yes	epoxy,polymers	https://en.wikipedia.org/wiki/Epoxy,NOUN_60283_1_1;https://en.wikipedia.org/wiki/Polymer,NOUN_77567_0_1
Materials_Science	S1359835X13001875.ann	fibre		No		https://en.wikipedia.org/wiki/Fiber,NOUN_56927_0_1
Materials_Science	S1359835X13001875.ann	Two-dimensional micrographs		Yes	Two-dimensional,micrographs	https://en.wikipedia.org/wiki/Two-dimensional_space,ADJECTIVE_72276_0_1;https://en.wikipedia.org/wiki/Micrograph,NOUN_1090585_0_1
Materials_Science	S0032386113009889.ann	debonded silica particles		Yes	debonded,silica,particles	,VERB_1378335_0_1;https://en.wikipedia.org/wiki/Silicon_dioxide,NOUN_20318_0_2;https://en.wikipedia.org/wiki/Particle,NOUN_10991_0_1
Materials_Science	S0032386113005454.ann	GIc		No		https://en.wikipedia.org/wiki/Fracture_toughness,
Materials_Science	S0927024813003036.ann	a range of doping levels		0	doping levels	,
Materials_Science	S1359835X13001875.ann	spherical		No		https://en.wikipedia.org/wiki/Sphere,ADJECTIVE_95970_0_1
Materials_Science	S0927024813003036.ann	Bulk iron		0	iron	https://en.wikipedia.org/wiki/Iron,NOUN_7932_0_1
Materials_Science	S0167577X14001256.ann	screw dislocations		No		https://en.wikipedia.org/wiki/Dislocation#Screw_dislocations,
Materials_Science	S0257897213007573.ann	CVD layer		0		https://en.wikipedia.org/wiki/Chemical_vapor_deposition,
Materials_Science	S0927024813002961.ann	different types of photovoltaic device		0	photovoltaic device	https://en.wikipedia.org/wiki/Photovoltaic_system,
Materials_Science	S0167577X14001256.ann	A three-dimensional atom probe (3DAP) technique		No		https://en.wikipedia.org/wiki/Atom_probe,
Materials_Science	S0167577X14001256.ann	the three-dimensional solute distribution		Yes	three-dimensional,solute	https://en.wikipedia.org/wiki/Three-dimensional_space,ADJECTIVE_72272_0_1;https://en.wikipedia.org/wiki/Solution,NOUN_60941_1_1
Materials_Science	S0257897213007573.ann	carbide-derived carbon (CDC) process		0	carbide-derived carbon (CDC)	https://en.wikipedia.org/wiki/Carbide-derived_carbon,
Materials_Science	S0032386113009889.ann	the value of 10-15%	0			
Materials_Science	S0032386113009889.ann	The predictions	0			
Materials_Science	S0167577X14001256.ann	a mixed dumb-bell mechanism		No		,
Materials_Science	S0032386113005454.ann	cavitation		No		https://en.wikipedia.org/wiki/Cavitation,NOUN_212505_0_1
Materials_Science	S0032386113005454.ann,S0032386113009889.ann	plastic void growth		1	plastic,void,growth	https://en.wikipedia.org/wiki/Plastic,NOUN_35224_0_1;https://en.wikipedia.org/wiki/Void_(composites),NOUN_26276_1_3;,NOUN_1643_0_1
Materials_Science	S0040609012014393.ann	tin oxide		0		https://en.wikipedia.org/wiki/Tin(II)_oxide,
Materials_Science	S0257897213007573.ann	The CDC layer		0	CDC layer	https://en.wikipedia.org/wiki/Carbide-derived_carbon,
Materials_Science	S0032386113005454.ann	a value of GIc of 174 J/m2		Yes	GIc,J/m2	https://en.wikipedia.org/wiki/Fracture_toughness,;,
Materials_Science	S0257897213007573.ann	The dual-layer film	0			
Materials_Science	S0032386113005454.ann	unchanged	No			
Materials_Science	S1359645413009816.ann	nanovoids		0		,NOUN_2001258_0_1
Materials_Science	S1359645413009816.ann	grain boundaries in HPT-deformed Ni		1	grain boundaries,HPT,Ni	https://en.wikipedia.org/wiki/Grain_boundary,NOUN_223974_0_1;https://en.wikipedia.org/wiki/Severe_plastic_deformation#High_pressure_torsion,;https://en.wikipedia.org/wiki/Nickel,SYMBOL_142907_0_1
Materials_Science	S0927024813001955.ann	a hole-blocking layer	0			
Materials_Science	S0927024813002961.ann	quantified	0			
Materials_Science	S0032386113009889.ann	Polymer 51, 2010, 6284-6294		No		,
Materials_Science	S0040609012014393.ann	halide doping		1	halide,doping	https://en.wikipedia.org/wiki/Halide,NOUN_60398_0_1;,
Materials_Science	S0927024813002961.ann	new technologies		0		https://en.wikipedia.org/wiki/Emerging_technologies,
Materials_Science	S0927024813003036.ann	ingot cooling		0	ingot	https://en.wikipedia.org/wiki/Ingot,NOUN_56544_0_1
Materials_Science	S0040609012014393.ann	the effect	0			
Materials_Science	S0167577X13006393.ann	the treated samples		Yes	treated,samples	,VERB_65579_0_1;https://en.wikipedia.org/wiki/Sample_(material),NOUN_95644_0_1
Materials_Science	S0927024813001955.ann	Atmospheric Atomic Layer Deposition (AALD)		0		https://en.wikipedia.org/wiki/Atomic_layer_deposition,
Mathematics	S0001870813003265.ann	difference operators		0		https://en.wikipedia.org/wiki/Finite_difference#difference_operator,
Mathematics	S0304406813000335.ann	a utility function		0		https://en.wikipedia.org/wiki/Utility#Functions,NOUN_805012_0_1
Mathematics	S0167278913001450.ann	vertical (u,v) shear		0		,
Mathematics	S0022314X13003089.ann	ring		No		https://en.wikipedia.org/wiki/Ring_(mathematics),NOUN_7521_0_7
Mathematics	S0022247X13005374.ann	exactly one point 0≤t≤∞		No	point	https://en.wikipedia.org/wiki/Point_(geometry),NOUN_1794_0_1
Mathematics	S0021869313002846.ann	factorizations		0		https://en.wikipedia.org/wiki/Factorization,NOUN_257213_0_1
Mathematics	S0304406813000335.ann	each set		0	set	https://en.wikipedia.org/wiki/Set_(mathematics),NOUN_7543_1_15
Mathematics	S0001870813003265.ann	quantum integrals		0		https://en.wikipedia.org/wiki/Common_integrals_in_quantum_field_theory,
Mathematics	S0167278913001450.ann	the full 3D calculation		0	3D	https://en.wikipedia.org/wiki/Three-dimensional_space,ADJECTIVE_311535_0_1
Mathematics	S0304406813000335.ann	small sets		0		https://en.wikipedia.org/wiki/Small_set_(category_theory),
Mathematics	S0001870813002715.ann	a point p∈bM	0			
Mathematics	S0022247X13005374.ann	the set of lower bounds		Yes	set,lower bounds	https://en.wikipedia.org/wiki/Set_(mathematics),NOUN_7543_1_15;https://en.wikipedia.org/wiki/Upper_and_lower_bounds,
Mathematics	S0167278913001450.ann	carefully chosen surfaces		0	surfaces	https://en.wikipedia.org/wiki/Surface_(mathematics),NOUN_47474_0_4
Mathematics	S0001870813003265.ann	ideals of functions		0	ideals,functions	https://en.wikipedia.org/wiki/Ideal_(order_theory),NOUN_7173_1_3;https://en.wikipedia.org/wiki/Function_(mathematics),NOUN_33279_0_5
Mathematics	S0304406813000335.ann	element		0		https://en.wikipedia.org/wiki/Element_(mathematics),NOUN_36080_10_4
Mathematics	S0022314X13001777.ann	the pro-finite group		No		https://en.wikipedia.org/wiki/Profinite_group,
Mathematics	S0001870813003265.ann	types An and (Cn∨,Cn)	0			
Mathematics	S0022247X13005374.ann	Gα,β(t)=t/(α+t2+β2)	0			
Mathematics	S0001870812002101.ann	Chow groups		No	Chow groups	https://en.wikipedia.org/wiki/Chow_group,NOUN_7235754_0_1
Mathematics	S0001870813002715.ann	bM	0			
Mathematics	S0024379513003716.ann	an argument of Pullman		0		,
Mathematics	S0167278913001450.ann	Two	0			
Mathematics	S0167278913001450.ann	knitting together	0			
Mathematics	S0022247X13005374.ann	lower and upper bounds		No		https://en.wikipedia.org/wiki/Upper_and_lower_bounds,
Mathematics	S0022314X13003089.ann	every element of OK of degree n		Yes	element,degree	https://en.wikipedia.org/wiki/Element_(mathematics),NOUN_36080_0_1;https://en.wikipedia.org/wiki/Degree_(angle),NOUN_33931_0_8
Mathematics	S0024379513003716.ann	the core		0	core	https://en.wikipedia.org/wiki/Matrix-core,
Mathematics	S0001870813003265.ann	the explicit form	0			
Mathematics	S0022314X13003089.ann	h∈K[X]	0			
Mathematics	S0022314X13003089.ann	a number field		No		https://en.wikipedia.org/wiki/Algebraic_number_field,NOUN_773464_0_1
Mathematics	S0167278913001450.ann	two-dimensional (2D) surfaces		1	two-dimensional (2D),surfaces	https://en.wikipedia.org/wiki/Two-dimensional_space,;https://en.wikipedia.org/wiki/Surface,NOUN_47474_0_4
Mathematics	S0001870812002101.ann	a construction	No			
Mathematics	S0167278913001450.ann	The accuracy		0		https://en.wikipedia.org/wiki/Accuracy_and_precision,NOUN_2942_0_1
Mathematics	S0022247X13005374.ann	ν is a negative integer		Yes	negative,integer	https://en.wikipedia.org/wiki/Negative_number,ADJECTIVE_66679_0_3;https://en.wikipedia.org/wiki/Integer,NOUN_8954_0_1
Mathematics	S0022247X13005374.ann	a greatest element		No		https://en.wikipedia.org/wiki/Greatest_and_least_elements,
Mathematics	S0167278913001450.ann	vertical velocities		0		,
Mathematics	S0021869313002846.ann	infinite		0		https://en.wikipedia.org/wiki/Infinity,ADJECTIVE_44083_0_4
Mathematics	S0001870813002715.ann	G	0			
Mathematics	S0022314X13003089.ann	integral over Z		No	integral	https://en.wikipedia.org/wiki/Integral,NOUN_53380_1_1
Mathematics	S0021869313002846.ann,S0022314X13003089.ann	K	0			
Mathematics	S0024379513003716.ann	matrix		0		https://en.wikipedia.org/wiki/Matrix_(mathematics),NOUN_35187_0_6
Mathematics	S0001870813002715.ann	M	0			
Mathematics	S0167278913001450.ann	two	0			
Mathematics	S0167278913001450.ann	adjacent surfaces		1	adjacent,surfaces	,PREPOSITION_40559_2_1;https://en.wikipedia.org/wiki/Surface_(mathematics),NOUN_47474_0_4
Mathematics	S0021869313002846.ann	O	0			
Mathematics	S0021869313002846.ann	R	0			
Mathematics	S0022247X13005374.ann	tangent		No		https://en.wikipedia.org/wiki/Tangent,NOUN_35099_0_1
Mathematics	S0304406813000335.ann	Lebesgue measure		0		https://en.wikipedia.org/wiki/Lebesgue_measure,NOUN_2464410_0_1
Mathematics	S0021869313002846.ann	cancellative elements		0	cancellative	https://en.wikipedia.org/wiki/Cancellation_property,
Mathematics	S0022247X13008238.ann	the Levi conditions such that the C∞ well-posedness continues to hold		Yes	Levi conditions,C∞,well-posedness	,;https://en.wikipedia.org/wiki/Smoothness,;https://en.wikipedia.org/wiki/Well-posed_problem,NOUN_3789565_0_1
Mathematics	S0304406813000335.ann	m(n-1)-dimensional measure zero		0	dimensional	https://en.wikipedia.org/wiki/Dimension,ADJECTIVE_106581_0_2
Mathematics	S0001870813002715.ann	the gauged G-complexifications		0	complexifications	https://en.wikipedia.org/wiki/Complexification_(Lie_group),NOUN_188519_0_2
Mathematics	S0001870813002715.ann	X	0			
Mathematics	S0021869313002846.ann	a classical maximal O-order		0	maximal O-order	,
Mathematics	S0167278913001450.ann	embedded	0			
Mathematics	S0304406813000335.ann	Rp		0	Rp	https://en.wikipedia.org/wiki/RP_(complexity),
Mathematics	S0167278913001450.ann	ignored or estimated	0			
Mathematics	S0021869313002846.ann	sets		0	sets	https://en.wikipedia.org/wiki/Set_(mathematics),NOUN_7543_1_15
Mathematics	S0001870813003265.ann	invariant combinations		0		,
Mathematics	S0167278913001450.ann	a reduced FTLE form		1	reduced,FTLE form	https://en.wikipedia.org/wiki/Reduction_(complexity),ADJECTIVE_226599_1_1;https://en.wikipedia.org/wiki/Lyapunov_exponent,
Mathematics	S0022314X13001777.ann	n⩾1	0			
Mathematics	S0001870812002101.ann	an arbitrary field		No	field	https://en.wikipedia.org/wiki/Field_(mathematics),NOUN_8536_0_4
Mathematics	S0001870813002715.ann	p	0			
Mathematics	S0001870813003265.ann	the polynomial representation		0	polynomial	https://en.wikipedia.org/wiki/Polynomial,NOUN_35192_0_1
Mathematics	S0304406813000335.ann	Hausdorff dimension at most p-1		0	Hausdorff dimension	https://en.wikipedia.org/wiki/Hausdorff_dimension,NOUN_1549264_0_1
Mathematics	S0167278913001450.ann	the full 3D velocity field		1	3D,velocity field	https://en.wikipedia.org/wiki/Three-dimensional_space,ADJECTIVE_311535_0_1;https://en.wikipedia.org/wiki/Flow_velocity,
Mathematics	S0304406813000335.ann	efficient sets		0		,
Mathematics	S0024379513003716.ann	cones of nonnegative eigenvectors		1	cones,nonnegative,eigenvectors	https://en.wikipedia.org/wiki/Convex_cone,NOUN_72185_0_3;https://en.wikipedia.org/wiki/Sign_(mathematics)#non-negative_and_non-positive,ADJECTIVE_527787_0_1;https://en.wikipedia.org/wiki/Eigenvalues_and_eigenvectors,NOUN_52292_0_1
Mathematics	S0167278913001450.ann	A new approximate Cauchy-Green tensor		0	approximate,Cauchy-Green tensor	https://en.wikipedia.org/wiki/Approximation,ADJECTIVE_45118_0_2;https://en.wikipedia.org/wiki/Deformation_(mechanics),
Mathematics	S0167278913001450.ann	three-dimensional (3D) flows		1	three-dimensional (3D),flows	https://en.wikipedia.org/wiki/Three-dimensional_space,;https://en.wikipedia.org/wiki/Flow_(mathematics),NOUN_8443_0_3
Mathematics	S0001870812002101.ann	values in Chow groups		Yes	values,Chow groups	https://en.wikipedia.org/wiki/Value_(mathematics),NOUN_38887_0_7;https://en.wikipedia.org/wiki/Chow_group,NOUN_7235754_0_1
Mathematics	S0304406813000335.ann	utility functions		0		https://en.wikipedia.org/wiki/Utility#Functions,NOUN_805012_0_1
Mathematics	S0001870813003265.ann	types An, (Cn∨,Cn)	0			
Mathematics	S0024379513003716.ann	the eigencones of powers of A		1	eigencones,powers	,;https://en.wikipedia.org/wiki/Exponentiation,NOUN_8184_0_5
Mathematics	S0167278913001450.ann	the vertical (u,v) shear		0		,
Mathematics	S0024379513003716.ann	a nonnegative square matrix A		1	nonnegative,square matrix	https://en.wikipedia.org/wiki/Sign_(mathematics)#non-negative_and_non-positive,ADJECTIVE_527787_0_1;https://en.wikipedia.org/wiki/Square_matrix,NOUN_185556_0_1
Mathematics	S0022314X13003089.ann	f(β)	0			
Mathematics	S0024379513003716.ann	nonnegative column spans		1	nonnegative,column spans	https://en.wikipedia.org/wiki/Sign_(mathematics)#non-negative_and_non-positive,ADJECTIVE_527787_0_1;https://en.wikipedia.org/wiki/Row_and_column_spaces,
Mathematics	S0167278913001450.ann	2D LCS surfaces		1	2D,LCS surfaces	https://en.wikipedia.org/wiki/Two-dimensional_space,ADJECTIVE_745633_0_1;https://en.wikipedia.org/wiki/Lagrangian_coherent_structure,
Mathematics	S0001870812002101.ann	an integrality property		No	integrality property	,
Mathematics	S0167278913001450.ann	regional scales	0			
Mathematics	S0167278913001450.ann	a fully 3D computation		0	3D	https://en.wikipedia.org/wiki/Three-dimensional_space,ADJECTIVE_311535_0_1
Mathematics	S0167278913001450.ann	velocities		0		https://en.wikipedia.org/wiki/Velocity,NOUN_6535_0_1
Mathematics	S0001870813003265.ann	Cherednik-Dunkl operators		0		,
Mathematics	S0022314X13003089.ann	polynomials		No		https://en.wikipedia.org/wiki/Polynomial,NOUN_35192_0_1
Mathematics	S0022314X13003089.ann	maps	0			
Mathematics	S0001870813002715.ann	a unimodular Lie group		1	unimodular,Lie group	https://en.wikipedia.org/wiki/Haar_measure,ADJECTIVE_1906464_0_1;https://en.wikipedia.org/wiki/Lie_group,NOUN_537988_0_1
Mathematics	S0001870812002101.ann	the Chern character		No	Chern character	https://en.wikipedia.org/wiki/Chern_class#The_Chern_character,
Mathematics	S0021869313002846.ann	finite class group	0			
Mathematics	S0304406813000335.ann	Lebesgue's density theorem		0		https://en.wikipedia.org/wiki/Lebesgue%27s_density_theorem,
Mathematics	S0021869313002846.ann	a monoid		0		https://en.wikipedia.org/wiki/Monoid,NOUN_43150_0_1
Mathematics	S0022247X13005374.ann	the minimal elements		No		https://en.wikipedia.org/wiki/Maximal_and_minimal_elements,
Mathematics	S0022314X13003089.ann	f(α)	0			
Mathematics	S0167278913001450.ann	the 3D calculation		0	3D	https://en.wikipedia.org/wiki/Three-dimensional_space,ADJECTIVE_311535_0_1
Mathematics	S0024379513003716.ann	max algebra		0		,
Mathematics	S0304406813000335.ann	each efficient set		0		,
Mathematics	S0167278913001450.ann	FTLE patterns		0		https://en.wikipedia.org/wiki/Lyapunov_exponent,
Mathematics	S0022247X13005374.ann	their greatest and least elements		No		https://en.wikipedia.org/wiki/Greatest_and_least_elements,
Mathematics	S0024379513003716.ann	positive powers Ak		1	positive,powers	https://en.wikipedia.org/wiki/Sign_(mathematics),ADJECTIVE_50655_0_5;https://en.wikipedia.org/wiki/Exponentiation,NOUN_8184_0_5
Mathematics	S0022314X13003089.ann	integral-valued over OK		No	integral	https://en.wikipedia.org/wiki/Integer,NOUN_8954_0_1
Mathematics	S0001870813003265.ann	certain results of Kasatani	0			
Mathematics	S0167278913001450.ann	2D Lagrangian coherent structures		1	2D,Lagrangian coherent structures	https://en.wikipedia.org/wiki/Two-dimensional_space,ADJECTIVE_745633_0_1;https://en.wikipedia.org/wiki/Lagrangian_coherent_structure,
Mathematics	S0021869313002846.ann	commutative Krull monoids		1	commutative,Krull monoids	https://en.wikipedia.org/wiki/Commutative_property,ADJECTIVE_35103_0_2;,
Mathematics	S0022247X13008238.ann	analytic time-dependent coefficients		Yes	analytic,time-dependent,coefficients	https://en.wikipedia.org/wiki/Closed-form_expression#Analytic_expression,ADJECTIVE_249745_0_5;,ADJECTIVE_517689_0_1;https://en.wikipedia.org/wiki/Coefficient,NOUN_35185_1_1
Mathematics	S0022247X13008238.ann	the C∞ well-posedness results		Yes	C∞,well-posedness	https://en.wikipedia.org/wiki/Smoothness,;https://en.wikipedia.org/wiki/Well-posed_problem,
Mathematics	S0022247X13005374.ann	Rν is positive for all t>0		No	positive	https://en.wikipedia.org/wiki/Sign_(mathematics),ADJECTIVE_50655_0_5
Mathematics	S0167278913001450.ann	questionable accuracy		0	accuracy	https://en.wikipedia.org/wiki/Accuracy_and_precision,NOUN_2942_0_1
Mathematics	S0022247X13005374.ann	a new family of explicitly computable upper bounds		Yes	computable,upper bounds	https://en.wikipedia.org/wiki/Computability,ADJECTIVE_92569_0_1;https://en.wikipedia.org/wiki/Upper_and_lower_bounds,
Mathematics	S0167278913001450.ann	a 3D quadrupole flow		1	3D,quadrupole,flow	https://en.wikipedia.org/wiki/Three-dimensional_space,ADJECTIVE_311535_0_1;https://en.wikipedia.org/wiki/Quadrupole,NOUN_196140_0_1;https://en.wikipedia.org/wiki/Flow_(mathematics),NOUN_8443_0_3
Mathematics	S0022314X13003089.ann	a polynomial f∈Q[X]		No		https://en.wikipedia.org/wiki/Polynomial,NOUN_35192_0_1
Mathematics	S0167278913001450.ann	flows		0		https://en.wikipedia.org/wiki/Flow_(mathematics),NOUN_8443_0_3
Mathematics	S0304406813000335.ann	multi-good pillage games	0			
Mathematics	S0022314X13003089.ann	polynomials in Q[X]		No	polynomial	https://en.wikipedia.org/wiki/Polynomial,NOUN_35192_0_1
Mathematics	S0304406813000335.ann	the stronger result	0			
Mathematics	S0001870813003265.ann	the corresponding quotient modules		0	quotient module	https://en.wikipedia.org/wiki/Quotient_module,
Mathematics	S0167278913001450.ann	the LCS		0	LCS	https://en.wikipedia.org/wiki/Lagrangian_coherent_structure,
Mathematics	S0022314X13003089.ann	the integral closure		No		https://en.wikipedia.org/wiki/Integral_element#Integral_closure,
Mathematics	S0001870813003265.ann	submodules		0		https://en.wikipedia.org/wiki/Module_(mathematics)#Submodules_and_homomorphisms,NOUN_508735_0_2
Mathematics	S0021869313002846.ann	transfer homomorphism		0		https://en.wikipedia.org/wiki/Transfer_(group_theory),
Mathematics	S0022314X13003089.ann	polynomially dense subsets		Yes	polynomially,dense subsets	https://en.wikipedia.org/wiki/Polynomial,ADVERB_1522341_0_1;https://en.wikipedia.org/wiki/Dense_set,
Mathematics	S0167278913001450.ann	reliable 3D velocity information		0	3D velocity	,
Mathematics	S0304406813000335.ann	continuity		0		https://en.wikipedia.org/wiki/Continuous_function,NOUN_189002_0_2
Mathematics	S0022247X13005374.ann	their lower envelope		No	envelope	https://en.wikipedia.org/wiki/Envelope_(mathematics),NOUN_38628_0_4
Mathematics	S0304406813000335.ann	n agents	0			
Mathematics	S0167278913001450.ann	calculating	0			
Mathematics	S0304406813000335.ann	quasi-indifference classes		0		,
Mathematics	S0024379513003716.ann	equal	0			
Mathematics	S0167278913001450.ann	curves		0		https://en.wikipedia.org/wiki/Curve,NOUN_7392_1_5
Mathematics	S0024379513003716.ann	the Minkowski sum		0		https://en.wikipedia.org/wiki/Minkowski_addition,
Mathematics	S0024379513003716.ann	nonnegative linear algebra		1	nonnegative,linear algebra	https://en.wikipedia.org/wiki/Sign_(mathematics)#non-negative_and_non-positive,ADJECTIVE_527787_0_1;https://en.wikipedia.org/wiki/Linear_algebra,NOUN_185542_0_2
Mathematics	S0024379513003716.ann	the theory		0		https://en.wikipedia.org/wiki/Scientific_theory,NOUN_7354_0_3
Mathematics	S0022314X13003089.ann	an algebraic integer		No		https://en.wikipedia.org/wiki/Algebraic_integer,NOUN_225879_0_1
Mathematics	S0021869313002846.ann	several invariants		0	invariants	https://en.wikipedia.org/wiki/Invariant_(mathematics),ADJECTIVE_66815_0_2
Mathematics	S0022247X13008238.ann	the C∞ well-posedness		Yes	C∞,well-posedness	https://en.wikipedia.org/wiki/Smoothness,;https://en.wikipedia.org/wiki/Well-posed_problem,
Mathematics	S0022314X13003089.ann	every algebraic integer α of degree n		Yes	algebraic integer,degree	https://en.wikipedia.org/wiki/Algebraic_integer,NOUN_225879_0_1;https://en.wikipedia.org/wiki/Degree_(angle),NOUN_33931_0_8
Mathematics	S0001870813003265.ann	construct	0			
Mathematics	S0304406813000335.ann	a class of sets		0	sets	https://en.wikipedia.org/wiki/Set_(mathematics),NOUN_7543_1_15
Mathematics	S0022314X13003089.ann	integers		No		https://en.wikipedia.org/wiki/Integer,NOUN_8954_0_1
Mathematics	S0167278913001450.ann	a 3D volume		0		,
Mathematics	S0304406813000335.ann	Pareto efficient sets		0		https://en.wikipedia.org/wiki/Pareto_efficiency,
Mathematics	S0304406813000335.ann	dimension at most m(n-1)-1		0	dimension	https://en.wikipedia.org/wiki/Dimension,NOUN_6540_0_5
Mathematics	S0167278913001450.ann	an accurate determination	0			
Mathematics	S0022314X13003089.ann	degree n		No	degree	https://en.wikipedia.org/wiki/Degree_(angle),NOUN_33931_0_8
Mathematics	S0167278913001450.ann	a new approximation		0	approximation	https://en.wikipedia.org/wiki/Approximation#Mathematics,NOUN_96887_0_2
Mathematics	S0021869313002846.ann	a central simple algebra		0		https://en.wikipedia.org/wiki/Central_simple_algebra,NOUN_7035639_0_1
Mathematics	S0024379513003716.ann	The spectral theory		0		https://en.wikipedia.org/wiki/Spectral_theory,NOUN_5099808_0_1
Mathematics	S0304406813000335.ann	greater	0			
Mathematics	S0022247X13005374.ann	ν≥-1/2	0			
